0,1
item_sales_level,16.0
i_day_diffTime_last,8.0
item_collected_level,7.0
item_category_2,6.0
item_pv_level,5.0
context_page_id,5.0
shop_mean_hour,5.0
brand_mean_age,5.0
shop_mean_age,5.0
shop_day_active_user,4.0
item_city_id,3.0
i_day_diffTime_first,3.0
hour,2.0
item_category_1,2.0
brand_mean_hour,2.0
user_star_level,1.0
shop_score_service,1.0
mapmin,1.0
item_mean_age,1.0
item_day_active_user,1.0
shop_hour_active_user,1.0
